,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
470,,,NA,NA,NA,NA,0,,NA
471,Tin Toys,Ursula Holden,3.05,19,3,NA,0,,NA
472,Class A: Baseball in the Middle of Everywhere,Lucas Mann,3.25,418,91,NA,1,"An unforgettable chronicle of a year of minor-league baseball in a small Iowa town that follows not only the travails of the players of the Clinton LumberKings but alsoÂ the lives of their dedicated fans and of the town itself.
Â
Award-winning essayist Lucas Mann delivers a powerful debut in his telling of the story of the 2010 season of the Clinton LumberKings. Along the Mis An unforgettable chronicle of a year of minor-league baseball in a small Iowa town that follows not only the travails of the players of the Clinton LumberKings but alsoÂ the lives of their dedicated fans and of the town itself.
Â
Award-winning essayist Lucas Mann delivers a powerful debut in his telling of the story of the 2010 season of the Clinton LumberKings. Along the Mississippi River, in a Depression-era stadium, young prospects from all over the world compete for a chance to move up through the baseball ranks to the major leagues. Their coaches, some of whom have spent nearly half a century in the game, watch from the dugout. In the bleachers, local fans call out from the same seats theyâve occupied year after year. And in the distance, smoke rises from the largest remaining factory in a town that once had more millionaires per capita than any other in America.
Â
Mann turns his eye on the players, the coaches, the fans, the radio announcer, the town, and finally on himself, a young man raised on baseball, driven to know what still draws him to the stadium. His voice is as fresh and funny as it is poignant, illuminating both the small triumphs and the harsh realities of minor-league ball. Part sports story, part cultural exploration, part memoir, Class A is a moving and unique study of why we play, why we watch, and why we remember.",sports
473,Vain,Fisher Amelie,4.23,"30,234","3,310",390,0,"If youâre looking for a story about a good, humble girl, whoâs been hurt by someone she thought she could trust, only to find out sheâs not as vulnerable as she thought she was and discovers an empowering side of herself that falls in love with the guy who helps her find that self, blah, blah, blah...then youâre gonnaâ hate my story.

Because mine is not the story you read e If youâre looking for a story about a good, humble girl, whoâs been hurt by someone she thought she could trust, only to find out sheâs not as vulnerable as she thought she was and discovers an empowering side of herself that falls in love with the guy who helps her find that self, blah, blah, blah...then youâre gonnaâ hate my story.

Because mine is not the story you read every time you bend back the cover of the latest trend novel. Itâs not the âI can do anything, now that Iâve found you/Iâm misunderstood but one day youâll find me irresistible because of itâ tale. Why? Because, if I was being honest with you, Iâm a complete witch. Thereâs nothing redeeming about me. Iâm a friend using, drug abusing, sex addict from Los Angeles. Iâm every girlfriendâs worst nightmare and every boyâs fantasy.

Iâm Sophie Price...And this is the story about how I went from the worldâs most envied girl to the girl no one wanted around and why I wouldnât trade it for anything in the world.",romance
474,Trece Runas,Michael Peinkofer,3.47,472,42,NA,0,"Escocia, siglo xix, un secreto y una oscura hermandad pueden cambiar la historia de Inglaterra.

Con la muerte en extraÃ±as circunstancias de un ayudante del escritor Walter Scott arranca una serie de sucesos inquietantes. Pero las pesquisas que emprende sir Walter chocan repetidamente contra muros de silencio. Â¿QuÃ© esconde el inspector llegado ex profeso de Londres? Â¿QuÃ© sec Escocia, siglo xix, un secreto y una oscura hermandad pueden cambiar la historia de Inglaterra.

Con la muerte en extraÃ±as circunstancias de un ayudante del escritor Walter Scott arranca una serie de sucesos inquietantes. Pero las pesquisas que emprende sir Walter chocan repetidamente contra muros de silencio. Â¿QuÃ© esconde el inspector llegado ex profeso de Londres? Â¿QuÃ© secreto protegen desde hace siglos los monjes de la abadÃ­a de Kelso? Â¿QuÃ© presagios encierra la espada marcada con una runa a la que conducen las investigaciones de sir Walter y su sobrino Quentin?

Pronto culminarÃ¡ una maquinaciÃ³n por el poder cuyo origen se remonta a la Edad Media, una trama enraizada en oscuras tradiciones druÃ­dicas, en el antiguo enfrentamiento entre los hÃ©roes escoceses William Wallace -mÃ¡s conocido como Braveheart- y el rey Roberto I de Escocia, y en la lucha de dos sectas centenarias por evitar o provocar el nuevo advenimiento de la edad de la magia.",historical
475,Touch of Passion,Susan Spencer Paul,3.94,47,4,NA,0,"My Dearest Reader,

When you hear my story, perhaps you will think me a man unable to control his own hungersâ¦his own temptations. But I warn you that I am no such thing. I am simply a man who knows what he wants, and what he can't live without.

It is only fair to tell you that my clan is one descended from magic. I have learned these powers are both a blessing and a curse--f My Dearest Reader,

When you hear my story, perhaps you will think me a man unable to control his own hungersâ¦his own temptations. But I warn you that I am no such thing. I am simply a man who knows what he wants, and what he can't live without.

It is only fair to tell you that my clan is one descended from magic. I have learned these powers are both a blessing and a curse--for the magic that flows through my blood controls my fate utterly and completely.

When I first saw the beautiful Loris, I knew she was my unoliaeth, my oneness, the woman I am destined to unite with for all eternity. At that moment, I allowed my passion to lead me to do the unthinkable: I employed a forbidden magic to win Loris's heart.

How did I know that my error would lead to a black curse that still haunts me today? How could I have known that the curse would irrevocably cast Loris' affection for me to another man?

Now I am left to ponder how I might win Loris back--black curse be damned. I believe there must be a way. For while it is the darkest realms of magic that keeps Loris from becoming mine, there is another power at play: the undying, unending love of one man for one woman. And I pray that in the end, that will be enoughâ¦

Your obedient servant,
Kian Seymour, Castle Tylluan, London",romance
476,Killing Sarai,J.A. Redmerski,4.10,"29,609","2,950",388,0,"From the author of the New York Times, USA Today & Wall Street Journal bestselling novel, THE EDGE OF NEVER, comes a story of passion and survivalâ¦

Sarai was only fourteen when her mother uprooted her to live in Mexico with a notorious drug lord. Over time she forgot what it was like to live a normal life, but she never let go of her hope to escape the compound where sh From the author of the New York Times, USA Today & Wall Street Journal bestselling novel, THE EDGE OF NEVER, comes a story of passion and survivalâ¦

Sarai was only fourteen when her mother uprooted her to live in Mexico with a notorious drug lord. Over time she forgot what it was like to live a normal life, but she never let go of her hope to escape the compound where she has been held for the past nine years.

Victor is a cold-blooded assassin who, like Sarai, has known only death and violence since he was a young boy. When Victor arrives at the compound to collect details and payment for a hit, Sarai sees him as her only opportunity for escape. But things donât go as planned and instead of finding transport back to Tucson, she finds herself free from one dangerous man and caught in the clutches of another.

While on the run, Victor strays from his primal nature as he succumbs to his conscience and resolves to help Sarai. As they grow closer, he finds himself willing to risk everything to keep her alive; even his relationship with his devoted brother and liaison, Niklas, who now like everyone else wants Sarai dead.

As Victor and Sarai slowly build a trust, the differences between them seem to lessen, and an unlikely attraction intensifies. But Victorâs brutal skills and experience may not be enough in the end to save her, as the power she unknowingly holds over him may ultimately be what gets her killed.

This is their storyâ¦",romance
477,The Prepper Road Saga: Our End of the Lake Revisited,Ron Foster,4.12,17,1,NA,0,"ter a solar storm devastated technology in the world, the acclaimed series of books from the Prepper Trilogy which were combined under the title ""Our End Of the Lake"" told what occured before, but not after, the community took on more people to feed and support. They began to starve and were forced to look for solutions further afield. The four Prepper Novelettes telling t ter a solar storm devastated technology in the world, the acclaimed series of books from the Prepper Trilogy which were combined under the title ""Our End Of the Lake"" told what occured before, but not after, the community took on more people to feed and support. They began to starve and were forced to look for solutions further afield. The four Prepper Novelettes telling the stories of your favorite charcters are noe combined to give you the further saga of the survivors. Join us now in revisiting our end of the lake for the rest of the story of survival in post apocalyptic America.",NA
478,The Pioneer Woman: Black Heels to Tractor Wheels,Ree Drummond,3.84,"19,584","2,989",585,1,"""That's when I saw himâthe cowboyâacross the smoky room.""


I'll never forget that night. It was like a romance novel, an old Broadway musical, and a John Wayne western rolled into one. Out for a quick drink with friends, I wasn't looking to meet anyone, let alone a tall, rugged cowboy who lived on a cattle ranch miles away from my cultured, corporate hometown. But before I k ""That's when I saw himâthe cowboyâacross the smoky room.""


I'll never forget that night. It was like a romance novel, an old Broadway musical, and a John Wayne western rolled into one. Out for a quick drink with friends, I wasn't looking to meet anyone, let alone a tall, rugged cowboy who lived on a cattle ranch miles away from my cultured, corporate hometown. But before I knew it, I'd been struck with a lightning bolt . . . and I was completely powerless to stop it.

Read along as I recount the rip-roaring details of my unlikely romance with a chaps-wearing cowboy, from the early days of our courtship (complete with cows, horses, prairie fire, and passion) all the way through the first year of our marriage, which would be filled with more challenge and strifeâand manureâthan I ever could have expected.

This isn't just my love story; it's a universal tale of passion, romance, and all-encompassing love that sweeps us off our feet.

It's the story of a cowboy.

And Wranglers.

And chaps.

And the girl who fell in love with them.",non-fiction
479,,,NA,NA,NA,NA,0,,NA
480,The Girl in 6E,A.R. Torre,3.82,"22,851","3,397",284,0,"I haven't touched a human in three years. That seems like it would be a difficult task, but it's not. Not anymore, thanks to the internet.

I am, quite possibly, the most popular recluse ever. Not many shut-ins have a 200-member fan club, a bank account in the seven-figure range, and hundreds of men lining up to pay for undivided attention.

They get satisfaction, I get a dist I haven't touched a human in three years. That seems like it would be a difficult task, but it's not. Not anymore, thanks to the internet.

I am, quite possibly, the most popular recluse ever. Not many shut-ins have a 200-member fan club, a bank account in the seven-figure range, and hundreds of men lining up to pay for undivided attention.

They get satisfaction, I get a distraction. Their secret desires are nothing compared to why I hide... my lust for blood, my love of death.

Taking their money is easy. Keeping all these secrets... one is bound to escape.

What if you hid yourself away because all you could think of was killing? And what if one girl's life was depending on you venturing into society?

Enter a world of lies, thrills, fears, and all desires, in this original thriller from A. R. Torre.",thriller
481,Carolina se enamora,Federico Moccia,2.65,"2,461",132,095,0,"Carolina tiene 14 aÃ±os y es una chica como las demÃ¡s: quiere hacer mÃ¡s cosas de las que sus padres le permiten, su paga semanal nunca le alcanza para todo lo que le gustarÃ­a, quiere una moto para moverse por la ciudad pero le cuesta mucho conseguirla y tarda en llegar mucho mÃ¡s de lo que desearÃ­a, tiene la cabeza llena de ideas propias que nunca encajan con las de los adul Carolina tiene 14 aÃ±os y es una chica como las demÃ¡s: quiere hacer mÃ¡s cosas de las que sus padres le permiten, su paga semanal nunca le alcanza para todo lo que le gustarÃ­a, quiere una moto para moverse por la ciudad pero le cuesta mucho conseguirla y tarda en llegar mucho mÃ¡s de lo que desearÃ­a, tiene la cabeza llena de ideas propias que nunca encajan con las de los adultosâ¦

Es una chica optimista y alegre. Pronto conoce a nuevas amigas en el instituto con las que empieza una relaciÃ³n de confianza y amistad. Y allÃ­, entre libros, clases, fiestas con los amigos, besos en portales oscurosâ¦ Llega su primer amor verdadero, Massimiliano.",romance
482,Those Small Lil' Things In Life And Love,Rahul Saini,3.10,788,52,439,0,"Have you ever known a guy who would gift his girlfriend soap? Well, say hello to Raj, a young architect, who is a huge film buff and believes that life, is full of filmy angles . He hates his job and has an almost evil boss. He has a shoddy love life, is heart broken and feels that he is the loneliest person on the face of this earth. It s a story connecting all those smal Have you ever known a guy who would gift his girlfriend soap? Well, say hello to Raj, a young architect, who is a huge film buff and believes that life, is full of filmy angles . He hates his job and has an almost evil boss. He has a shoddy love life, is heart broken and feels that he is the loneliest person on the face of this earth. It s a story connecting all those small little incidents in one s life that one never forgets. It s a journey through growing up. A journey from love, to out of it. Through joy, sadness and anger. About childhood friendship blooming into love. About the one you love not loving you back. About friends making each other happy, and about friends making each other sad about friends fighting. It s about being completely sure about things, and at the same time, being utterly unsure about them. It s about school, college and professional life. It s a lot about the heart, and its desires. It s a story about finding it tough to adjust at times, and then missing it later when they are over.",fiction
483,Combray,Marcel Proust Leighton Hodson,3.42,"1,131",72,NA,0,"A guide to ""Combray,"" the opening section of Proust's ""A La Recherche Du Temps Perdu."" This text helps students to encounter in context the highlights of the book that have so often been anthologized: the madeleine dipped in the narrator's tear - the quintessential Proustian experience of affective memory - the scene of the goodnight kiss, the appearance of Swann, the evoc A guide to ""Combray,"" the opening section of Proust's ""A La Recherche Du Temps Perdu."" This text helps students to encounter in context the highlights of the book that have so often been anthologized: the madeleine dipped in the narrator's tear - the quintessential Proustian experience of affective memory - the scene of the goodnight kiss, the appearance of Swann, the evocation of the little town, the old servant, Francoise, and the charming landscapes. Suitable for both undergraduates and the general reader, an introduction clarifies the historical background to this masterpiece of French literature. It examines the ways in which the complexities of biography, literary transformation and the structural importance of its many themes may be approached and appreciated. The text is supported by full explanatory notes and frequent translations.",classics
484,I Too Had a Love Story,Ravinder Singh,3.63,"39,462","2,209",NA,0,"Do love stories ever die? Can modern day gadgets like mobile phones and the âhttp://wwwâ era internet bring you the love of real life? You havenât met her earlier, but commit to marry. Will you still call this a love marriage? And what if on the engagement day while you pull the ring out from your pocket, you realize what you planned was just a dream which never comes true Do love stories ever die? Can modern day gadgets like mobile phones and the âhttp://wwwâ era internet bring you the love of real life? You havenât met her earlier, but commit to marry. Will you still call this a love marriage? And what if on the engagement day while you pull the ring out from your pocket, you realize what you planned was just a dream which never comes trueâ¦? How would you react when a beautiful person comes into your life, becomes your most precious possession and then one day goes away from youâ¦forever? Not all love stories are meant to have a perfect ending. Some stay incomplete. Yet they are beautiful in their own way. Ravinâs love story is one such innocent and beautiful story. He believes love stories seldom die. They are meant to stay for the generations yet to come and read them. And given that one chance to narrate his love story, this is how he beganâ¦",romance
485,Platform,Michel Houellebecq Frank Wynne,3.80,"18,802","1,107",505,0,"In his new work, Michel Houellebecq combines erotic provocation with a terrifying vision of a world teetering between satiety and fanaticism, to create one of the most shocking, hypnotic, and intelligent novels in years.

In his early forties, Michel Renault skims through his days with as little human contact as possible. But following his fatherâs death he takes a group hol In his new work, Michel Houellebecq combines erotic provocation with a terrifying vision of a world teetering between satiety and fanaticism, to create one of the most shocking, hypnotic, and intelligent novels in years.

In his early forties, Michel Renault skims through his days with as little human contact as possible. But following his fatherâs death he takes a group holiday to Thailand where he meets a travel agentâthe shyly compelling ValÃ©rieâwho begins to bring this half-dead man to life with sex of escalating intensity and audacity. Arcing with dreamlike swiftness from Paris to Pattaya Beach and from sex clubs to a terrorist massacre, Platform is a brilliant, apocalyptic masterpiece by a man who is widely regarded as one of the worldâs most original and daring writers.",fiction
486,Level Empire,Anna Czyrska,like,1,0,NA,0,"Anna Czyrska-(born in 1985a Polish Poet, her first publication was a colume of verse entitled Zero (Warsaw, 2008); a student at Faculty of Theology, Opole University, Poland; she also studied at Kathlieke Universiteit Leuven, Belgium.<",NA
487,,,NA,NA,NA,NA,0,,NA
488,Eat Them Alive,Pierce Nace,3.38,63,19,NA,0,,horror
489,La importancia de morir a tiempo,Mario Mendoza,4.04,616,57,274,0,"El trabajo de un escritor requiere adentrarse en el corazÃ³n humano. Mario Mendoza ha recorrido los recovecos del cuerpo y el alma, y ha encontrado que en lo inusual, en lo fuera de serie, se esconden las respuestas del misterio de estar vivos. En una narraciÃ³n vibrante y llena de fuerza, La importancia de morir a tiempo se constituye en un diccionario de rarezas que parece El trabajo de un escritor requiere adentrarse en el corazÃ³n humano. Mario Mendoza ha recorrido los recovecos del cuerpo y el alma, y ha encontrado que en lo inusual, en lo fuera de serie, se esconden las respuestas del misterio de estar vivos. En una narraciÃ³n vibrante y llena de fuerza, La importancia de morir a tiempo se constituye en un diccionario de rarezas que parece darle sentido a la vida. Relatos en los que aparecen Agatha Christi, Bruce Lee o Neil Armstrong, u otros en los que se habla de ciudades subterrÃ¡neas y mundos desconocidos, hacen de este libro una lectura cautivante y estremecedora.",NA
490,Stealing Harper,Molly McAdams,4.15,"15,429","1,909",196,0,"This is Chase's POV from Taking Chances.

Chase Grayson has never been interested in having a relationship that lasts longer than it takes for him and his date to get dressed again. But then he stumbles into a gray-eyed girl whose innocence pours off her, and everything changes. From the minute Harper opens her mouth to let him know just how much he disgusts her, he's hooked This is Chase's POV from Taking Chances.

Chase Grayson has never been interested in having a relationship that lasts longer than it takes for him and his date to get dressed again. But then he stumbles into a gray-eyed girl whose innocence pours off her, and everything changes. From the minute Harper opens her mouth to let him know just how much he disgusts her, he's hooked.

But a princess deserves a Prince Charming who can make her dreams come true. Not a guy who can turn her life into a nightmare.

All good intentions go out the window when Harper starts to fall for the guy Chase has come to view as a brother. He wanted to protect her by keeping her away, but he can't stand to see her with anyone else, and he'll do anything to make her his. But when it comes down to Harper choosing between the two, will Chase have the strength to step back from the girl who has become his whole world if it means she's happy?

Lines will be crossed. Friendships will be put to the test. And hearts will be shattered.

CAUTION: DO NOT READ IF YOU HAVE NOT READ TAKING CHANCES",new-adult
491,Pedro und die Bettler von Cartagena: Lesen und verstehen,Ursula Hasler Susann Opel-GÃ¶tz,Average,34,0,NA,0,,NA
492,Blood Ties,J.D. Nixon,4.18,"2,208",172,you,0,"Beautiful, arrogant and lawless, the Bycrafts have menaced the tiny isolated mountain settlement of âLittle Townâ for generations in a one-family crime wave. The Bycraft women are uncontrollable, the men violently obsessive and their kids feral. And nobody in town has suffered at their hands as much as the Fuller family.

Surviving a traumatic childhood and the continued foc Beautiful, arrogant and lawless, the Bycrafts have menaced the tiny isolated mountain settlement of âLittle Townâ for generations in a one-family crime wave. The Bycraft women are uncontrollable, the men violently obsessive and their kids feral. And nobody in town has suffered at their hands as much as the Fuller family.

Surviving a traumatic childhood and the continued focus of sustained aggression from the Bycrafts, Tess Fuller has grown up scarred and wary, highly skilled in self-defence and armed at all times. Although glad to escape to the city at the first opportunity, her dying father brings Tess back to her home town. To support him she abandons her promising city cop career to take up duties as the townâs junior officer. But with a lazy, retiring sergeant as her only colleague and working the stateâs worst resourced station, Tess has become increasingly lawless herself trying to police the hostile Bycrafts.

Out on parole, predatory Red Bycraft is a constant threatening presence, and Tessâ life is further complicated by her widely condemned relationship with his brother, Jake.

Tessâ new sergeant, Finn Maguire, is unimpressed with her approach to the job. Heâs from the city â obstinate, taciturn and by-the-books. Sheâs grown used to working solo and struggles to be subordinate again, especially when he proves patronising and unwilling to respect her abilities or local knowledge. But they must work together to solve the intersecting mysteries of possible land fraud, an abandoned suitcase of money and a peeping tom with a preference for older women. All the while, Tess is the target of a revengeful week of escalating violence that ends in a dangerous confrontation with a gang of Bycraft men. Can Tess and the Sarge put aside their differences, team up to save her life and finally bring some order to Little Town?",mystery
493,The Interestings,Meg Wolitzer,3.58,"114,857","11,218",468,1,"The Interestings explores the meaning of talent; the nature of envy; the roles of class, art, money, and power; and how all of it can shift and tilt precipitously over the course of a friendship and a life.

The summer that Nixon resigns, six teenagers at a summer camp for the arts become inseparable. Decades later the bond remains powerful, but so much else has changed. In The Interestings explores the meaning of talent; the nature of envy; the roles of class, art, money, and power; and how all of it can shift and tilt precipitously over the course of a friendship and a life.

The summer that Nixon resigns, six teenagers at a summer camp for the arts become inseparable. Decades later the bond remains powerful, but so much else has changed. In The Interestings, Wolitzer follows these characters from the height of youth through middle age, as their talents, fortunes, and degrees of satisfaction diverge.

The kind of creativity that is rewarded at age fifteen is not always enough to propel someone through life at age thirty; not everyone can sustain, in adulthood, what seemed so special in adolescence. Jules Jacobson, an aspiring comic actress, eventually resigns herself to a more practical occupation and lifestyle. Her friend Jonah, a gifted musician, stops playing the guitar and becomes an engineer. But Ethan and Ash, Jules's now-married best friends, become shockingly successfulâtrue to their initial artistic dreams, with the wealth and access that allow those dreams to keep expanding. The friendships endure and even prosper, but also underscore the differences in their fates, in what their talents have become and the shapes their lives have taken.

Wide in scope, ambitious, and populated by complex characters who come together and apart in a changing New York City, The Interestings explores the meaning of talent; the nature of envy; the roles of class, art, money, and power; and how all of it can shift and tilt precipitously over the course of a friendship and a life.",fiction
494,Grabbing the Family Jewels,Gaby Hauptmann,3.05,104,9,NA,0,"Anno Adelmannâsurvivor of two heart attacksâis a wealthy widower, and his four scheming daughters all have designs on his inheritance. Anno, who refers to them variously as hyenas and piranhas, decides to have a bit of fun at their expense. But what starts as a joke soon becomes much more serious, and the family finds itself dealing with kidnapping, blackmail, and even att Anno Adelmannâsurvivor of two heart attacksâis a wealthy widower, and his four scheming daughters all have designs on his inheritance. Anno, who refers to them variously as hyenas and piranhas, decides to have a bit of fun at their expense. But what starts as a joke soon becomes much more serious, and the family finds itself dealing with kidnapping, blackmail, and even attempted murder. In this witty and irreverent satire, vanity is mocked and bad behaviour deliciously punished as four sisters learn some uncomfortable lessons in sibling rivalry.",womens-fiction
495,MÃ­rame y Dispara,Alessandra Neymar,4.04,"7,290",710,054,0,"Kathia Carusso, una joven adolescente de la alta aristocracia italiana, regresa a Roma tras pasar muchos aÃ±os en un internado. AllÃ­ se reencuentra con Cristianno Gabbana, un conocido de la familia con quien nunca ha tenido muy buena relaciÃ³n. Cristianno es terriblemente atractivo, impulsivo, y no parece tener mÃ¡s preocupaciones que las peleas con otras bandas y el flirteo Kathia Carusso, una joven adolescente de la alta aristocracia italiana, regresa a Roma tras pasar muchos aÃ±os en un internado. AllÃ­ se reencuentra con Cristianno Gabbana, un conocido de la familia con quien nunca ha tenido muy buena relaciÃ³n. Cristianno es terriblemente atractivo, impulsivo, y no parece tener mÃ¡s preocupaciones que las peleas con otras bandas y el flirteo con chicas de piernas largas. Al empezar el curso, Kathia y Cristianno verÃ¡n que comparten no solo la misma clase sino tambiÃ©n el mismo grupo de amigos. Lo que empezarÃ¡ como odio irÃ¡ desembocando en una tensiÃ³n cada vez mÃ¡s fuerte? Y, cuando finalmente ambos se atrevan a aceptar sus verdaderos sentimientos, deberÃ¡n sortear obstÃ¡culos que nunca habrÃ­an imaginado?

Â«Lujo, mafia y un apasionado romance que te llevarÃ¡ al lÃ­mite. Una novela electrizante, que sumergirÃ¡ a Kathia y a Cristianno en una carrera contrarreloj bajo el cielo pÃºrpura de Roma.Â» Juvenil RomÃ¡ntica

Â«Una novela a la italiana en la que se mezcla el deseo con el amor y que es imposible que te deje indiferente. Â»
Blue Jeans",romance
496,,,NA,NA,NA,NA,0,,NA
497,1434: The Year a Magnificent Chinese Fleet Sailed to Italy and Ignited the Renaissance,Gavin Menzies,3.46,"1,393",242,NA,0,"The New York Times bestselling author of 1421 offers another stunning reappraisal of history, presenting compelling new evidence that traces the roots of the European Renaissance to Chinese exploration in the fifteenth century. Gavin Menzies makes the argument that in the year 1434, Chinaâthen the world's most technologically advanced civilizationâprovided the spark that s The New York Times bestselling author of 1421 offers another stunning reappraisal of history, presenting compelling new evidence that traces the roots of the European Renaissance to Chinese exploration in the fifteenth century. Gavin Menzies makes the argument that in the year 1434, Chinaâthen the world's most technologically advanced civilizationâprovided the spark that set the European Renaissance ablaze. From that date onward, Europeans embraced Chinese intellectual ideas, discoveries, and inventions, all of which form the basis of western civilization today.",history
498,Ø­ÙØ§ÙØ§ Ø§ÙØ³ÙØ±Ø§Ø¡,Ø³Ø§Ø±Ø© Ø¯Ø±ÙÙØ´,3.50,"3,928",515,088,0,ÙÙØ¬Ø±Ø¯ Ø«Ø±Ø«Ø±Ø©,short-stories
499,Prince of Thorns,Mark Lawrence,3.85,"105,436","7,266",639,3,"When he was nine, he watched his mother and brother killed before him. By the time he was thirteen, he was the leader of a band of bloodthirsty thugs. By fifteen, he intends to be king...

It's time for Prince Honorous Jorg Ancrath to return to the castle he turned his back on, to take what's rightfully his. Since the day he was hung on the thorns of a briar patch and forc When he was nine, he watched his mother and brother killed before him. By the time he was thirteen, he was the leader of a band of bloodthirsty thugs. By fifteen, he intends to be king...

It's time for Prince Honorous Jorg Ancrath to return to the castle he turned his back on, to take what's rightfully his. Since the day he was hung on the thorns of a briar patch and forced to watch Count Renar's men slaughter his mother and young brother, Jorg has been driven to vent his rage. Life and death are no more than a game to him-and he has nothing left to lose.

But treachery awaits him in his father's castle. Treachery and dark magic. No matter how fierce, can the will of one young man conquer enemies with power beyond his imagining?",fantasy
500,The Wideacre Trilogy: Wideacre + The Favoured Child + Meridon,Philippa Gregory,4.08,"1,046",60,NA,0,"From the New York Times bestselling author of THE OTHER BOLEYN GIRL
Philippa Gregory
The Wideacre Trilogy
WIDEACRE
Beatrice Lacey, strong-minded and beautiful, refuses to conform to the social customs of her time. Destined to lose her family name and beloved Wideacre estate once she is married, Beatrice will use any means:--seduction, betrayal, even murder--to protect her From the New York Times bestselling author of THE OTHER BOLEYN GIRL
Philippa Gregory
The Wideacre Trilogy
WIDEACRE
Beatrice Lacey, strong-minded and beautiful, refuses to conform to the social customs of her time. Destined to lose her family name and beloved Wideacre estate once she is married, Beatrice will use any means:--seduction, betrayal, even murder--to protect her ancestral heritage. Yet even as Beatrice's scheming seems about to yield her dream, she is haunted by the one person who knows the extent of her plans...and her capacity for evil.
THE FAVORED CHILD
The Wideacre estate is bankrupt. The villagers are living in poverty, and Wideacre Hall is a smoke-blackened ruin. But, in the Dower House, two children are being raised in protected innocence. Equal claimants to the estate, rivals for the love of the village, they are tied by a secret childhood betrothal but forbidden to marry. Only one can be the favored child. Only one can be Beatrice Lacey's true heir.
MERIDON
Meridon knows she does not belong in the dirty vagabond life of a bareback rider in a traveling show. The half-remembered vision of another life drives her son, even as her beloved sister, Dandy, risks everything for their future. Alone, Meridon follows the urgings of her dream, riding in the moonlight past the rusted gates, up the winding drive to a house--clutching the golden clasp of the necklace that is her birthright--home at last to Wideacre.",historical
501,Micro,Michael Crichton Richard Preston,3.46,"32,416","3,450",NA,0,"In the vein of Jurassic Park, this high-concept thriller follows a group of graduate students lured to Hawaii to work for a mysterious biotech companyâonly to find themselves cast out into the rain forest, with nothing but their scientific expertise and wits to protect them. An instant classic, Micro pits nature against technology in vintage Crichton fashion. Completed by In the vein of Jurassic Park, this high-concept thriller follows a group of graduate students lured to Hawaii to work for a mysterious biotech companyâonly to find themselves cast out into the rain forest, with nothing but their scientific expertise and wits to protect them. An instant classic, Micro pits nature against technology in vintage Crichton fashion. Completed by visionary science writer Richard Preston, this boundary-pushing thriller melds scientific fact with pulse-pounding fiction to create yet another masterpiece of sophisticated, cutting-edge entertainment.",fiction
502,The Wind from the Hills,Sethu Prema Jayakumar,2.59,17,2,NA,0,,NA
503,Buried Secrets,Gary Cecil,Average,31,17,22,0,"Max and his wife, Megan, just moved into their new home. It's a charming Victorian, that did not come with the typical Victorian price tag. Sure, it needed some paint thrown on here and there, but soon--with a baby on the way--it would be the perfect home for their family.

Things quickly begin to change, though. They hear things at night, and even feel things crawling in th Max and his wife, Megan, just moved into their new home. It's a charming Victorian, that did not come with the typical Victorian price tag. Sure, it needed some paint thrown on here and there, but soon--with a baby on the way--it would be the perfect home for their family.

Things quickly begin to change, though. They hear things at night, and even feel things crawling in their sheets. But that's not the worst of it. There's a foul smell in the air sometimes, and something even fouler in the basement.

Something smells, licks, and lingers in the walls and down in the basement. When the power goes out, Max goes into the basement to find the breaker, and what he finds, is something much worse.

*Can the young couple survive this horrible fate? Or... are some secrets just too damned evil to be kept buried alive?*",horror
504,Sexting,G.B. Hope,3.84,95,31,NA,0,"Warning: Graphic sexual content.
English writer, Michael Lincoln, embarks on an internet relationship with a younger fan, Elise McHugh, who comes from Singapore.
Despite her innate shyness, and his concerns over the age gap, things quickly hot up, becoming raunchy and intense. But there is also a touching, soul mate bond there between them, as they follow each otherâs succe Warning: Graphic sexual content.
English writer, Michael Lincoln, embarks on an internet relationship with a younger fan, Elise McHugh, who comes from Singapore.
Despite her innate shyness, and his concerns over the age gap, things quickly hot up, becoming raunchy and intense. But there is also a touching, soul mate bond there between them, as they follow each otherâs successes and troubles in their real lives.
Elise, nineteen years old, is an absolute darling: petite, black-haired, black-eyed, very cheeky, and, despite being the daughter of a wealthy property developer, she is genuine, sweet and principled â a well brought-up girl in strict Singapore.
Michael, thirty-seven, is recently divorced, trying to keep up contact with his daughter, while working at selling his crime novels. He instantly adores Elise, but struggles to justify the eighteen years and 9,000 miles between them. He finds her to be great company, using his love of words to fulfil her wish to be brought out of her shell. Soon they are enjoying conversation, cheeky banter, sex stories and eventually, frantic, explicit sexting.
At the same time they both explore relationships where they live, while trying to get to a place where they can see about possibly getting together.
Will they ever find time to meet up in the real world?",adult-fiction
